snr_db
0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 
ber
0.331679894180 0.310873605948 0.284414106940 0.251251251251 0.230547882136 0.176641949153 0.125627510040 0.077204748689 0.032501300052 0.012214745465 0.003196890065 0.000603864734 0.000112499900 0.000017699986 0.000002799996 
