snr_db
0 2 4 6 8 10 12 14 16 18 20 22 24 
ber
0.15199215 0.1075614 0.068852225 0.039834175 0.02082905 0.00996 0.0044998 0.00194565 0.000802525 0.000336175 0.0001365 5.3575e-05 2.11e-05 
