snr_db
0 2 4 6 8 10 12 14 16 18 20 22 
ber
0.23957783333333332 0.20347933333333335 0.16805116666666667 0.13379483333333334 0.10279516666666667 0.07550354166666666 0.05371483333333334 0.036943333333333335 0.02468925 0.016193458333333334 0.010496333333333333 0.006800291666666666 
