snr_db
0 2 4 6 8 10 12 14 16 18 20 22 
ber
0.14635325 0.10847575 0.07722325 0.0531135 0.03540525 0.023267 0.01501825 0.00962975 0.0061465 0.00389225 0.00248025 0.0015595 
