snr_db
0 2 4 6 8 10 12 14 16 18 20 22 
ber
0.04871375 0.03160075 0.020038 0.0125015 0.0077085 0.00474925 0.00298125 0.00187125 0.00116 0.0007545 0.000475 0.0003005 
