snr_db
0 2 4 6 8 10 12 14 16 18 20 22 
ber
0.1977000625 0.1567921875 0.1200540625 0.0877535625 0.0620388125 0.042410625 0.0281695 0.018490125 0.012035625 0.0076850625 0.00488825 0.00314625 
