snr_db
0 2 4 6 8 10 12 14 16 18 20 22 
ber
0.14716375 0.1165639375 0.088829375 0.0652665 0.045949 0.031379125 0.0209906875 0.013658875 0.008892875 0.0057050625 0.003596125 0.0022713125 
