snr_db
0 2 4 6 8 10 12 14 16 18 20 22 
ber
0.066179375 0.045866 0.0310095 0.0202635 0.013161125 0.00843225 0.005396875 0.003396 0.00219675 0.0013605 0.000866875 0.000538375 
