snr_db
0 2 4 6 8 10 12 14 16 18 20 22 
ber
0.206457625 0.17687075 0.14704420833333334 0.117998875 0.09123504166666667 0.06768866666666666 0.04818295833333333 0.033262041666666665 0.022299333333333334 0.014591083333333333 0.009522 0.006119833333333333 
