snr_db
0 2 4 6 8 10 12 14 16 18 20 22 
ber
0.105896 0.076897 0.05354275 0.03642325 0.0240505 0.0158445 0.01013875 0.006444 0.00416375 0.00265675 0.001667 0.0010215 
