snr_db
0 2 4 6 8 10 12 14 16 18 20 22 
ber
0.178713875 0.142502625 0.1093205 0.080385375 0.057007125 0.03893 0.025978375 0.016951375 0.011033625 0.00710275 0.004522375 0.0028345 
