snr_db
0 2 4 6 8 10 12 14 16 18 20 22 
ber
0.14643925 0.10835775 0.077209375 0.053015125 0.03539 0.02329675 0.015011125 0.0096785 0.00618575 0.00395475 0.002519125 0.0016015 
