snr_db
0 2 4 6 8 10 12 14 16 18 20 22 
ber
0.0924055 0.065343 0.0445905 0.0295725 0.0194555 0.0123395 0.007971 0.005007 0.003207 0.0020375 0.001287 0.000764 
