snr_db
0 2 4 6 8 10 12 14 16 18 20 22 
ber
0.146426 0.108849 0.0771995 0.0529825 0.0355165 0.023193 0.0151825 0.0096885 0.0062735 0.003913 0.0024415 0.0015495 
