snr_db
0 2 4 6 8 10 12 14 16 18 20 22 
ber
0.23965058333333333 0.20375941666666667 0.16791333333333333 0.13401025 0.10258783333333334 0.07566166666666667 0.053739833333333334 0.03691058333333333 0.0247535 0.016179583333333334 0.0106 0.006704583333333333 
