snr_db
0 2 4 6 8 10 12 14 16 18 20 22 
ber
0.22787941666666667 0.19480416666666667 0.16141591666666666 0.12942275 0.09941475 0.07365408333333333 0.052353666666666666 0.03607341666666666 0.024195833333333333 0.015895083333333334 0.01033375 0.006616166666666667 
