snr_db
0 2 4 6 8 10 12 14 16 18 20 22 
ber
0.197497625 0.15691725 0.11998075 0.08781125 0.06193675 0.042296375 0.02821575 0.018425875 0.012000375 0.007623375 0.004850875 0.00310875 
