snr_db
0 2 4 6 8 10 12 14 16 18 20 22 
ber
0.1463165 0.1083325 0.0772725 0.05291 0.035371 0.02329275 0.014946 0.009577 0.0060925 0.00396825 0.00248325 0.00159525 
