snr_db
0 3 6 9 12 15 18 21 24 27 30 33 36 
ber
0.22451341666666666 0.17355816666666668 0.12235333333333333 0.07435666666666667 0.03724375 0.015678166666666667 0.005537916666666667 0.00178375 0.0005044166666666667 0.00014083333333333333 3.316666666666667e-05 8e-06 2.1666666666666665e-06 
