snr_db
0 2 4 6 8 10 12 14 16 18 20 22 24 
ber
0.08698105 0.05292785 0.029031225 0.01455505 0.006733625 0.002981925 0.00126145 0.000511875 0.0002136 8.385e-05 3.3725e-05 1.4225e-05 5.9e-06 
