snr_db
0 2 4 6 8 10 12 14 16 18 20 
ber
0.22471441666666667 0.19094975 0.15641683333333334 0.12240258333333333 0.08954816666666666 0.060330416666666664 0.037489 0.021255666666666666 0.011336416666666667 0.0056721666666666665 0.0026464166666666667 
